ID client,Score client (sur 100),y_pred,Âge,Genre,Type contrat,Prédiction crédit
102467,2.57,0,63,Homme,Prêt renouvelable,Pas de défaut de paiement
262897,2.89,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
212141,7.27,0,34,Femme,Prêt en espèces,Pas de défaut de paiement
416674,10.85,0,37,Homme,Prêt en espèces,Pas de défaut de paiement
329269,2.77,0,50,Homme,Prêt en espèces,Pas de défaut de paiement
200184,33.41,1,24,Homme,Prêt en espèces,Défaut de paiement
362956,11.51,0,27,Homme,Prêt en espèces,Pas de défaut de paiement
216815,13.05,0,42,Homme,Prêt en espèces,Pas de défaut de paiement
244521,18.43,0,22,Homme,Prêt en espèces,Pas de défaut de paiement
247273,24.34,0,26,Homme,Prêt en espèces,Pas de défaut de paiement
117921,12.06,0,34,Homme,Prêt en espèces,Pas de défaut de paiement
286157,4.01,0,34,Homme,Prêt en espèces,Pas de défaut de paiement
183544,8.47,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
302630,33.65,1,22,Homme,Prêt en espèces,Défaut de paiement
239833,30.54,1,34,Femme,Prêt en espèces,Défaut de paiement
101849,8.62,0,50,Femme,Prêt en espèces,Pas de défaut de paiement
102826,2.05,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
206040,4.98,0,54,Femme,Prêt renouvelable,Pas de défaut de paiement
162828,9.9,0,31,Homme,Prêt en espèces,Pas de défaut de paiement
145927,2.89,0,29,Homme,Prêt en espèces,Pas de défaut de paiement
281605,6.62,0,47,Femme,Prêt en espèces,Pas de défaut de paiement
390856,6.57,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
212546,4.99,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
111195,3.81,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
232357,6.6,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
206603,2.33,0,49,Homme,Prêt en espèces,Pas de défaut de paiement
358880,3.09,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
255323,6.23,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
230582,8.23,0,25,Homme,Prêt en espèces,Pas de défaut de paiement
235416,3.56,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
178348,7.47,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
237923,2.48,0,38,Femme,Prêt en espèces,Pas de défaut de paiement
290793,1.94,0,33,Homme,Prêt en espèces,Pas de défaut de paiement
364816,5.29,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
384413,9.33,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
175813,7.62,0,59,Homme,Prêt en espèces,Pas de défaut de paiement
364899,2.7,0,46,Femme,Prêt renouvelable,Pas de défaut de paiement
203367,16.3,0,43,Homme,Prêt en espèces,Pas de défaut de paiement
314238,5.03,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
336354,2.06,0,52,Femme,Prêt en espèces,Pas de défaut de paiement
307660,13.49,0,43,Homme,Prêt en espèces,Pas de défaut de paiement
329529,2.05,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
148638,4.81,0,34,Femme,Prêt renouvelable,Pas de défaut de paiement
311756,1.48,0,67,Femme,Prêt en espèces,Pas de défaut de paiement
376287,2.27,0,62,Femme,Prêt en espèces,Pas de défaut de paiement
328229,4.35,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
237855,6.4,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
199391,5.13,0,59,Homme,Prêt en espèces,Pas de défaut de paiement
260314,32.95,1,45,Femme,Prêt en espèces,Défaut de paiement
111499,9.55,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
341440,5.55,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
418636,5.05,0,68,Homme,Prêt en espèces,Pas de défaut de paiement
197794,3.48,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
216631,2.63,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
429796,3.13,0,49,Femme,Prêt en espèces,Pas de défaut de paiement
197918,4.04,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
322847,2.27,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
113398,3.17,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
429358,7.8,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
169062,21.09,0,39,Femme,Prêt en espèces,Pas de défaut de paiement
153314,12.8,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
216239,2.63,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
281355,43.02,1,49,Femme,Prêt en espèces,Défaut de paiement
165549,30.1,1,43,Femme,Prêt en espèces,Défaut de paiement
168463,3.93,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
320072,2.67,0,40,Homme,Prêt en espèces,Pas de défaut de paiement
242861,10.98,0,49,Femme,Prêt en espèces,Pas de défaut de paiement
200036,5.37,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
145853,9.73,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
453201,4.53,0,63,Femme,Prêt renouvelable,Pas de défaut de paiement
299709,3.04,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
282000,9.34,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
125120,6.02,0,38,Homme,Prêt en espèces,Pas de défaut de paiement
280876,5.01,0,34,Femme,Prêt en espèces,Pas de défaut de paiement
359853,14.55,0,63,Homme,Prêt en espèces,Pas de défaut de paiement
269720,1.03,0,37,Homme,Prêt renouvelable,Pas de défaut de paiement
402985,4.67,0,32,Homme,Prêt renouvelable,Pas de défaut de paiement
236496,2.87,0,51,Femme,Prêt en espèces,Pas de défaut de paiement
311247,30.8,1,30,Homme,Prêt en espèces,Défaut de paiement
278325,1.82,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
364013,2.44,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
173566,2.64,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
253715,7.09,0,57,Homme,Prêt en espèces,Pas de défaut de paiement
158140,1.48,0,38,Homme,Prêt en espèces,Pas de défaut de paiement
213227,4.1,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
245325,15.72,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
416976,11.3,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
243298,19.85,0,31,Femme,Prêt en espèces,Pas de défaut de paiement
311608,13.06,0,29,Homme,Prêt en espèces,Pas de défaut de paiement
385283,5.11,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
155040,6.76,0,23,Homme,Prêt en espèces,Pas de défaut de paiement
167705,14.5,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
112649,2.37,0,27,Homme,Prêt renouvelable,Pas de défaut de paiement
103900,7.19,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
232576,3.91,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
115737,11.16,0,31,Homme,Prêt en espèces,Pas de défaut de paiement
149186,9.96,0,23,Femme,Prêt en espèces,Pas de défaut de paiement
399647,8.92,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
231648,4.41,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
122052,28.74,1,30,Femme,Prêt en espèces,Défaut de paiement
126084,3.93,0,64,Femme,Prêt en espèces,Pas de défaut de paiement
172128,5.34,0,24,Femme,Prêt en espèces,Pas de défaut de paiement
386012,5.45,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
367316,5.75,0,39,Homme,Prêt en espèces,Pas de défaut de paiement
201437,6.41,0,33,Homme,Prêt en espèces,Pas de défaut de paiement
106800,5.14,0,50,Femme,Prêt en espèces,Pas de défaut de paiement
373742,8.3,0,47,Homme,Prêt en espèces,Pas de défaut de paiement
222532,5.26,0,40,Homme,Prêt en espèces,Pas de défaut de paiement
100454,1.2,0,37,Homme,Prêt renouvelable,Pas de défaut de paiement
101848,5.56,0,27,Homme,Prêt en espèces,Pas de défaut de paiement
403107,17.64,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
302709,7.3,0,26,Femme,Prêt en espèces,Pas de défaut de paiement
433845,6.6,0,42,Homme,Prêt en espèces,Pas de défaut de paiement
428508,4.37,0,48,Homme,Prêt en espèces,Pas de défaut de paiement
222716,13.16,0,56,Homme,Prêt en espèces,Pas de défaut de paiement
206854,13.44,0,36,Homme,Prêt en espèces,Pas de défaut de paiement
118836,56.25,1,36,Femme,Prêt en espèces,Défaut de paiement
122406,5.84,0,24,Femme,Prêt en espèces,Pas de défaut de paiement
197811,5.94,0,40,Homme,Prêt en espèces,Pas de défaut de paiement
173804,5.05,0,59,Homme,Prêt en espèces,Pas de défaut de paiement
293229,13.18,0,29,Femme,Prêt en espèces,Pas de défaut de paiement
305430,2.14,0,29,Homme,Prêt en espèces,Pas de défaut de paiement
194918,3.19,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
389062,8.74,0,34,Femme,Prêt en espèces,Pas de défaut de paiement
355618,13.2,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
241269,19.32,0,49,Femme,Prêt en espèces,Pas de défaut de paiement
371623,11.78,0,53,Homme,Prêt en espèces,Pas de défaut de paiement
393436,4.65,0,62,Homme,Prêt en espèces,Pas de défaut de paiement
132824,8.46,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
365983,4.67,0,36,Femme,Prêt en espèces,Pas de défaut de paiement
371144,3.6,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
349588,6.59,0,36,Femme,Prêt en espèces,Pas de défaut de paiement
282987,3.86,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
401336,5.86,0,42,Femme,Prêt en espèces,Pas de défaut de paiement
398547,1.66,0,30,Femme,Prêt renouvelable,Pas de défaut de paiement
449876,7.03,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
178743,1.84,0,56,Femme,Prêt renouvelable,Pas de défaut de paiement
382216,10.34,0,31,Homme,Prêt en espèces,Pas de défaut de paiement
374406,8.05,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
253569,22.97,0,33,Homme,Prêt en espèces,Pas de défaut de paiement
289317,6.74,0,23,Femme,Prêt en espèces,Pas de défaut de paiement
454589,8.28,0,31,Femme,Prêt en espèces,Pas de défaut de paiement
192941,18.32,0,25,Femme,Prêt en espèces,Pas de défaut de paiement
409884,9.44,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
118507,12.23,0,33,Homme,Prêt en espèces,Pas de défaut de paiement
226694,3.13,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
211578,5.89,0,31,Femme,Prêt en espèces,Pas de défaut de paiement
232783,6.41,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
326384,8.27,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
169748,8.35,0,27,Homme,Prêt en espèces,Pas de défaut de paiement
121337,24.56,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
194843,12.55,0,47,Homme,Prêt en espèces,Pas de défaut de paiement
212241,4.79,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
239463,4.55,0,62,Femme,Prêt en espèces,Pas de défaut de paiement
242792,10.65,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
331013,13.73,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
278454,3.22,0,64,Homme,Prêt en espèces,Pas de défaut de paiement
288115,8.78,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
231385,1.81,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
108173,35.18,1,35,Homme,Prêt en espèces,Défaut de paiement
173077,5.48,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
126650,3.85,0,32,Femme,Prêt en espèces,Pas de défaut de paiement
380603,11.06,0,53,Homme,Prêt en espèces,Pas de défaut de paiement
245284,2.97,0,52,Femme,Prêt en espèces,Pas de défaut de paiement
420152,5.59,0,21,Femme,Prêt renouvelable,Pas de défaut de paiement
421024,14.03,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
258740,2.76,0,54,Femme,Prêt en espèces,Pas de défaut de paiement
215609,4.1,0,34,Femme,Prêt en espèces,Pas de défaut de paiement
323047,8.49,0,47,Homme,Prêt en espèces,Pas de défaut de paiement
162800,1.64,0,41,Femme,Prêt en espèces,Pas de défaut de paiement
455504,16.41,0,60,Homme,Prêt renouvelable,Pas de défaut de paiement
353141,15.25,0,55,Homme,Prêt en espèces,Pas de défaut de paiement
319214,2.9,0,63,Femme,Prêt en espèces,Pas de défaut de paiement
302155,6.45,0,47,Femme,Prêt en espèces,Pas de défaut de paiement
271574,22.83,0,32,Homme,Prêt en espèces,Pas de défaut de paiement
256686,2.23,0,29,Femme,Prêt renouvelable,Pas de défaut de paiement
265269,9.36,0,25,Homme,Prêt en espèces,Pas de défaut de paiement
350594,13.28,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
363833,12.33,0,43,Homme,Prêt en espèces,Pas de défaut de paiement
185301,20.5,0,44,Homme,Prêt en espèces,Pas de défaut de paiement
326558,2.99,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
401704,4.75,0,62,Femme,Prêt en espèces,Pas de défaut de paiement
326845,5.45,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
100176,4.05,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
409631,8.97,0,62,Femme,Prêt en espèces,Pas de défaut de paiement
119768,2.91,0,49,Homme,Prêt en espèces,Pas de défaut de paiement
286031,3.5,0,67,Homme,Prêt en espèces,Pas de défaut de paiement
232490,12.02,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
234735,11.71,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
317651,1.88,0,43,Homme,Prêt en espèces,Pas de défaut de paiement
251039,7.44,0,31,Femme,Prêt en espèces,Pas de défaut de paiement
334782,21.11,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
379271,8.28,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
430852,3.26,0,33,Femme,Prêt renouvelable,Pas de défaut de paiement
153164,5.45,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
144267,2.89,0,37,Femme,Prêt en espèces,Pas de défaut de paiement
433000,7.05,0,34,Homme,Prêt en espèces,Pas de défaut de paiement
185514,2.67,0,45,Femme,Prêt renouvelable,Pas de défaut de paiement
343405,5.99,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
274066,4.7,0,52,Femme,Prêt en espèces,Pas de défaut de paiement
300302,1.26,0,36,Femme,Prêt en espèces,Pas de défaut de paiement
208105,17.03,0,60,Femme,Prêt renouvelable,Pas de défaut de paiement
275295,4.82,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
120781,6.12,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
117202,3.85,0,26,Homme,Prêt en espèces,Pas de défaut de paiement
300034,6.0,0,25,Homme,Prêt en espèces,Pas de défaut de paiement
142926,27.33,1,43,Femme,Prêt en espèces,Défaut de paiement
203844,7.6,0,44,Homme,Prêt en espèces,Pas de défaut de paiement
341289,5.04,0,36,Femme,Prêt en espèces,Pas de défaut de paiement
205558,13.61,0,32,Homme,Prêt en espèces,Pas de défaut de paiement
248647,10.8,0,42,Homme,Prêt renouvelable,Pas de défaut de paiement
153690,5.37,0,34,Femme,Prêt en espèces,Pas de défaut de paiement
399707,10.73,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
374601,5.3,0,37,Homme,Prêt en espèces,Pas de défaut de paiement
312255,2.18,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
449845,2.49,0,60,Homme,Prêt en espèces,Pas de défaut de paiement
355119,8.26,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
292100,6.55,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
384942,13.72,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
239181,22.14,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
385226,3.5,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
187497,18.57,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
302102,3.35,0,50,Femme,Prêt en espèces,Pas de défaut de paiement
105310,21.55,0,30,Femme,Prêt en espèces,Pas de défaut de paiement
358181,5.89,0,48,Homme,Prêt en espèces,Pas de défaut de paiement
156641,7.02,0,51,Femme,Prêt renouvelable,Pas de défaut de paiement
261134,2.74,0,38,Femme,Prêt en espèces,Pas de défaut de paiement
261081,9.73,0,63,Homme,Prêt en espèces,Pas de défaut de paiement
206034,5.06,0,38,Femme,Prêt en espèces,Pas de défaut de paiement
338778,30.23,1,22,Homme,Prêt en espèces,Défaut de paiement
224479,11.06,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
189673,4.22,0,48,Femme,Prêt en espèces,Pas de défaut de paiement
121787,16.27,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
359907,5.84,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
370590,3.84,0,48,Homme,Prêt en espèces,Pas de défaut de paiement
172085,34.66,1,28,Homme,Prêt en espèces,Défaut de paiement
364321,7.28,0,66,Femme,Prêt en espèces,Pas de défaut de paiement
259617,7.61,0,62,Femme,Prêt en espèces,Pas de défaut de paiement
105458,4.55,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
115608,12.65,0,64,Femme,Prêt en espèces,Pas de défaut de paiement
326862,15.65,0,23,Femme,Prêt en espèces,Pas de défaut de paiement
185749,7.73,0,56,Femme,Prêt en espèces,Pas de défaut de paiement
222377,1.76,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
394962,3.01,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
123580,5.05,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
409332,2.5,0,32,Homme,Prêt en espèces,Pas de défaut de paiement
395850,2.68,0,67,Femme,Prêt en espèces,Pas de défaut de paiement
333048,3.11,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
261471,4.1,0,31,Femme,Prêt renouvelable,Pas de défaut de paiement
295483,7.72,0,51,Femme,Prêt en espèces,Pas de défaut de paiement
250554,5.86,0,40,Homme,Prêt en espèces,Pas de défaut de paiement
268160,6.85,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
138531,13.16,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
162055,7.56,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
131670,22.37,0,29,Homme,Prêt en espèces,Pas de défaut de paiement
452598,2.48,0,59,Femme,Prêt en espèces,Pas de défaut de paiement
340524,23.25,0,35,Femme,Prêt en espèces,Pas de défaut de paiement
108806,10.21,0,30,Homme,Prêt en espèces,Pas de défaut de paiement
274374,5.93,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
110812,37.81,1,42,Femme,Prêt en espèces,Défaut de paiement
361218,6.23,0,30,Femme,Prêt en espèces,Pas de défaut de paiement
139477,7.9,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
185334,15.74,0,43,Femme,Prêt en espèces,Pas de défaut de paiement
342806,2.96,0,32,Femme,Prêt en espèces,Pas de défaut de paiement
101991,5.65,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
116320,3.58,0,67,Femme,Prêt en espèces,Pas de défaut de paiement
331753,23.16,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
109349,3.75,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
380224,6.29,0,44,Homme,Prêt en espèces,Pas de défaut de paiement
224305,18.07,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
228987,14.25,0,37,Femme,Prêt en espèces,Pas de défaut de paiement
360764,8.64,0,41,Femme,Prêt en espèces,Pas de défaut de paiement
364512,13.99,0,41,Homme,Prêt en espèces,Pas de défaut de paiement
147454,14.79,0,28,Femme,Prêt en espèces,Pas de défaut de paiement
169684,7.73,0,27,Homme,Prêt en espèces,Pas de défaut de paiement
310467,3.65,0,64,Femme,Prêt en espèces,Pas de défaut de paiement
323414,3.45,0,52,Homme,Prêt en espèces,Pas de défaut de paiement
189073,14.15,0,33,Femme,Prêt en espèces,Pas de défaut de paiement
195313,43.05,1,25,Femme,Prêt en espèces,Défaut de paiement
312006,2.83,0,44,Femme,Prêt en espèces,Pas de défaut de paiement
193624,10.37,0,32,Femme,Prêt renouvelable,Pas de défaut de paiement
159828,14.39,0,34,Femme,Prêt en espèces,Pas de défaut de paiement
156486,3.89,0,67,Femme,Prêt en espèces,Pas de défaut de paiement
242915,4.37,0,58,Homme,Prêt en espèces,Pas de défaut de paiement
167972,8.06,0,21,Femme,Prêt renouvelable,Pas de défaut de paiement
354659,4.66,0,34,Femme,Prêt en espèces,Pas de défaut de paiement
312806,5.95,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
367567,5.92,0,53,Femme,Prêt en espèces,Pas de défaut de paiement
294019,26.91,0,59,Homme,Prêt en espèces,Pas de défaut de paiement
340053,12.56,0,44,Homme,Prêt en espèces,Pas de défaut de paiement
406689,4.82,0,38,Homme,Prêt en espèces,Pas de défaut de paiement
301540,41.5,1,22,Femme,Prêt en espèces,Défaut de paiement
202683,4.7,0,65,Femme,Prêt en espèces,Pas de défaut de paiement
177912,26.05,0,28,Femme,Prêt renouvelable,Pas de défaut de paiement
210179,4.85,0,26,Femme,Prêt renouvelable,Pas de défaut de paiement
218943,16.25,0,34,Femme,Prêt en espèces,Pas de défaut de paiement
349722,13.41,0,31,Femme,Prêt en espèces,Pas de défaut de paiement
126311,2.27,0,58,Femme,Prêt en espèces,Pas de défaut de paiement
334414,2.75,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
300714,3.08,0,54,Femme,Prêt renouvelable,Pas de défaut de paiement
454768,10.06,0,27,Femme,Prêt en espèces,Pas de défaut de paiement
293503,5.13,0,57,Femme,Prêt en espèces,Pas de défaut de paiement
425112,4.22,0,60,Femme,Prêt renouvelable,Pas de défaut de paiement
404388,3.65,0,45,Femme,Prêt en espèces,Pas de défaut de paiement
432189,1.71,0,57,Femme,Prêt renouvelable,Pas de défaut de paiement
408637,5.06,0,64,Femme,Prêt en espèces,Pas de défaut de paiement
170921,3.02,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
399343,41.4,1,47,Homme,Prêt en espèces,Défaut de paiement
449886,5.29,0,51,Femme,Prêt renouvelable,Pas de défaut de paiement
357239,3.44,0,61,Femme,Prêt en espèces,Pas de défaut de paiement
317847,3.17,0,59,Homme,Prêt en espèces,Pas de défaut de paiement
142931,10.06,0,39,Femme,Prêt en espèces,Pas de défaut de paiement
171763,3.77,0,38,Homme,Prêt en espèces,Pas de défaut de paiement
296924,31.16,1,46,Homme,Prêt en espèces,Défaut de paiement
331966,3.84,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
110610,16.69,0,55,Homme,Prêt en espèces,Pas de défaut de paiement
395707,1.69,0,66,Femme,Prêt en espèces,Pas de défaut de paiement
383256,10.85,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
267868,19.38,0,39,Femme,Prêt en espèces,Pas de défaut de paiement
100403,13.6,0,29,Homme,Prêt en espèces,Pas de défaut de paiement
361172,8.62,0,40,Femme,Prêt en espèces,Pas de défaut de paiement
320742,2.7,0,65,Femme,Prêt en espèces,Pas de défaut de paiement
181498,9.81,0,42,Homme,Prêt en espèces,Pas de défaut de paiement
326344,2.9,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
214694,5.43,0,60,Femme,Prêt en espèces,Pas de défaut de paiement
128856,8.75,0,36,Femme,Prêt en espèces,Pas de défaut de paiement
418405,11.52,0,46,Femme,Prêt en espèces,Pas de défaut de paiement
341315,22.73,0,55,Femme,Prêt en espèces,Pas de défaut de paiement
